name,price,stock,category,image_url,discount_rate,sales,tag,location,description,brand
[1번사육] 지리산 산골 1등급 111 동물복지 자유방목 신선유정란 10개입 (520g),7980,40,정육_계란류,https://sitem.ssgcdn.com/45/83/93/item/1000632938345_i1_290.jpg,0,0,#단백질간식 #단백질보충 #영양만점,,,
[냉장/호주산] 호주청정우 냉장 안심 구이 300g,22800,40,정육_계란류,https://sitem.ssgcdn.com/62/62/71/item/1000632716262_i1_290.jpg,0,0,#냉장보관 #단백질보충 #수입산,,,
한우 차돌박이 1+등급 (100g) (팩),10880,20,정육_계란류,https://sitem.ssgcdn.com/00/33/30/item/0000008303300_i1_290.jpg,0,0,#단백질보충 #정육코너 #집밥재료,,,
"산야초 먹인 동물복지 유정란 15개입 (대란, 780g내외)",8680,10,정육_계란류,https://sitem.ssgcdn.com/47/95/04/item/1000015049547_i1_290.jpg,0,0,#단백질간식 #단백질보충 #영양만점,,,자연주의
[냉장] 토바우 한우 정육 국거리(절단) 1+등급 (300g),19700,50,정육_계란류,https://sitem.ssgcdn.com/01/45/58/item/1000633584501_i1_290.jpg,0,0,#냉장보관 #단백질보충 #정육코너,,,
[냉장/호주산] 호주청정우 곡물비육 홍두깨살 장조림 (400g),14800,20,정육_계란류,https://sitem.ssgcdn.com/70/45/24/item/1000633244570_i1_290.jpg,30,0,#냉장보관 #단백질보충 #수입산,,,
[냉장/호주산] 와규 홍두깨 샤브샤브 /육전 400g,20800,10,정육_계란류,https://sitem.ssgcdn.com/27/04/72/item/1000632720427_i1_290.jpg,0,0,#냉장보관 #단백질보충 #수입산,,,
[냉장] 한돈 양념 돼지갈비 800g,19800,40,정육_계란류,https://sitem.ssgcdn.com/88/80/84/item/1000632848088_i1_290.jpg,0,0,#냉장보관 #단백질보충 #양념육,,,
[냉장/호주산] 와규 윗등심 구이 300g,22800,60,정육_계란류,https://sitem.ssgcdn.com/74/00/72/item/1000632720074_i1_290.jpg,0,0,#냉장보관 #단백질보충 #수입산,,,
무항생제 닭다리 (북채) (600g),10980,50,정육_계란류,https://sitem.ssgcdn.com/12/33/92/item/1000058923312_i1_290.jpg,18,0,#단백질보충 #정육코너 #집밥재료,,,마니커
[BBQ] 러브미 치킨텐더 500g,9480,30,정육_계란류,https://sitem.ssgcdn.com/93/74/98/item/1000641987493_i1_290.jpg,0,0,#단백질보충 #정육코너 #집밥재료,,,BBQTOWN
[냉장][설성목장] 한돈 간장 불고기 300g,9800,40,정육_계란류,https://sitem.ssgcdn.com/25/72/52/item/1000642527225_i1_290.jpg,0,0,#구이용 #냉장보관 #든든한한끼,,,
고소하고 부드럽게 구운란 20구 (700g),13900,50,정육_계란류,https://sitem.ssgcdn.com/91/72/78/item/1000633787291_i1_290.jpg,18,0,#구운계란 #단백질간식 #영양만점,,,풀무원
횡성축협한우 우둔 장조림용 (100g) (팩),5680,10,정육_계란류,https://sitem.ssgcdn.com/36/09/17/item/1000006170936_i1_290.jpg,0,0,#단백질보충 #정육코너 #집밥재료,,,횡성한우
[냉장][설성목장] 한돈 고추장 불고기 300g,9800,60,정육_계란류,https://sitem.ssgcdn.com/21/72/52/item/1000642527221_i1_290.jpg,0,0,#구이용 #냉장보관 #든든한한끼,,,
[청아한돈] 무항생제 목심 (100g),3880,50,정육_계란류,https://sitem.ssgcdn.com/23/29/58/item/1000313582923_i1_290.jpg,0,0,#단백질보충 #정육코너 #집밥재료,,,
양반 구운 김밥김 (10매) (22g),4980,60,수산물_건해산,https://sitem.ssgcdn.com/68/05/66/item/0000009660568_i1_232.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,동원
비비고 감태김 (20봉) (4g*20),12980,40,수산물_건해산,https://sitem.ssgcdn.com/28/92/31/item/1000554319228_i1_232.jpg,3,0,#구운김 #바삭한김 #밥반찬,,,CJ제일제당
비비고 초사리 곱창돌김 (20봉) (5g*20),13980,0,수산물_건해산,https://sitem.ssgcdn.com/30/92/31/item/1000554319230_i1_232.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,CJ제일제당
구운 김밥용 김 (10매/20g),2980,50,수산물_건해산,https://sitem.ssgcdn.com/37/00/55/item/1000019550037_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,노브랜드
도시락 김 (20봉) (5g*20),7480,40,수산물_건해산,https://sitem.ssgcdn.com/97/89/79/item/1000014798997_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,노브랜드
[MD추천][해신수산]? 완도활전복 특大 9-10미 1kg 국내산(양식),44900,40,수산물_건해산,https://sitem.ssgcdn.com/79/42/27/item/1000036274279_i1_290.jpg,24,0,#고급식재료 #국산해산물 #영양만점,,,해신수산영어조합법인
[무료배송] 꽃보다오징어 오리지날 230g+230g,47900,60,수산물_건해산,https://sitem.ssgcdn.com/74/96/11/item/1000056119674_i1_290.jpg,0,0,#건어물안주 #단백질간식 #쫄깃한식감,,,너트리
[해신수산]?  완도활전복 18-20미 1kg_국내산(양식),34900,50,수산물_건해산,https://sitem.ssgcdn.com/34/22/28/item/1000036282234_i1_290.jpg,0,0,#고급식재료 #국산해산물 #영양만점,,,해신수산영어조합법인
[무료배송] 백 진미채 1kg 국내가공,46500,20,수산물_건해산,https://sitem.ssgcdn.com/99/12/23/item/1000054231299_i1_290.jpg,0,0,#건어물안주 #국산해산물 #단백질간식,,,너트리
[광천김] 맛있다! 광천 파래김 (20봉) (5g*20),7980,50,수산물_건해산,https://sitem.ssgcdn.com/62/52/40/item/1000034405262_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
전장 김 (5봉) (20g*5),6480,30,수산물_건해산,https://sitem.ssgcdn.com/36/70/40/item/1000022407036_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,노브랜드
[CJ] 비비고 한식간장 김자반 (2봉) (50g*2),6480,20,수산물_건해산,https://sitem.ssgcdn.com/12/70/97/item/1000054977012_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,비비고
재래김 (16봉),6480,20,수산물_건해산,https://sitem.ssgcdn.com/39/95/59/item/1000018599539_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,노브랜드
[국산의힘] 고흥 미역 150g,5980,60,수산물_건해산,https://sitem.ssgcdn.com/70/38/67/item/1000012673870_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
[광천김] 광천 곱창돌김 (20봉) (5g*20),10980,30,수산물_건해산,https://sitem.ssgcdn.com/43/83/39/item/1000062398343_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
[만전김] 미니언즈 삼각김밥김 (20매/24g),4980,60,수산물_건해산,https://sitem.ssgcdn.com/59/11/05/item/0000008051159_i1_290.jpg,27,0,#구운김 #바삭한김 #밥반찬,,,
[CJ] 비비고김밥김 (10매) (22g),4980,20,수산물_건해산,https://sitem.ssgcdn.com/08/87/23/item/1000034238708_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,비비고
파래김 (16봉),6480,50,수산물_건해산,https://sitem.ssgcdn.com/38/95/59/item/1000018599538_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,노브랜드
줄기를 제거한 부드러운 완도미역 200g,7980,40,수산물_건해산,https://sitem.ssgcdn.com/52/75/43/item/1000029437552_i1_290.jpg,24,0,#국산해산물 #바다향가득 #영양간식,,,
[만전김] 쉽게 뿌려먹는 김가루 150g,7480,30,수산물_건해산,https://sitem.ssgcdn.com/36/56/61/item/1000014615636_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
[냉동][인도] 킹 칵테일 새우살 (26-30) (450g),17980,50,수산물_건해산,https://sitem.ssgcdn.com/50/69/20/item/1000050206950_i1_290.jpg,0,0,#감칠맛 #건조새우 #볶음재료,,,
양반 한식김자반 전통자반 (2봉) (50g*2),6980,40,수산물_건해산,https://sitem.ssgcdn.com/55/15/85/item/1000457851555_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,동원
CJ 순살 고등어구이 60g,5980,20,수산물_건해산,https://sitem.ssgcdn.com/73/83/95/item/1000197958373_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,비비고
[국산의힘] 고흥 다시마 300g,7980,10,수산물_건해산,https://sitem.ssgcdn.com/72/38/67/item/1000012673872_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
통꾸이 (220g),9980,50,수산물_건해산,https://sitem.ssgcdn.com/38/85/25/item/1000025258538_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,머거본
무가미 구운 돌김 36g(6g*6봉),7980,60,수산물_건해산,https://sitem.ssgcdn.com/67/07/05/item/0000008050767_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
양반 ECO 히말라야소금김 (20봉),9980,60,수산물_건해산,https://sitem.ssgcdn.com/88/26/59/item/1000551592688_i1_290.jpg,21,0,#구운김 #바삭한김 #밥반찬,,,동원
[냉동][칠레] 동원 훈제 연어 (오리지날) (180g),10980,40,수산물_건해산,https://sitem.ssgcdn.com/43/46/09/item/1000059094643_i1_290.jpg,12,0,#간편반찬 #바다향가득 #영양간식,,,동원
왕다리오징어 120g,10980,20,수산물_건해산,https://sitem.ssgcdn.com/74/59/50/item/1000547505974_i1_290.jpg,30,0,#건어물안주 #단백질간식 #쫄깃한식감,,,
[냉동][아르헨티나] 노브랜드 냉동 오징어링 (700g),12980,20,수산물_건해산,https://sitem.ssgcdn.com/78/87/89/item/1000400898778_i1_290.jpg,12,0,#건어물안주 #단백질간식 #쫄깃한식감,,,노브랜드
양반 김부각 (50g),4980,50,수산물_건해산,https://sitem.ssgcdn.com/12/54/76/item/1000063765412_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,동원
[냉장] 양념민물장어 (320g/팩),29800,20,수산물_건해산,https://sitem.ssgcdn.com/29/76/88/item/1000707887629_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
[냉동][인도] 점보 칵테일 새우살 (21-25) (450g),17980,10,수산물_건해산,https://sitem.ssgcdn.com/51/69/20/item/1000050206951_i1_290.jpg,0,0,#감칠맛 #건조새우 #볶음재료,,,
[동원] 양반 돌판구이 초사리김 (20봉) (4g*20),11980,10,수산물_건해산,https://sitem.ssgcdn.com/95/75/82/item/1000542827595_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,양반
바삭한 찐새우 새우머리튀김200g,9980,60,수산물_건해산,https://sitem.ssgcdn.com/52/95/20/item/1000619209552_i1_290.jpg,3,0,#감칠맛 #건조새우 #구운김,,,
[냉동][노르웨이] 고등어 필렛 (800g/팩),15980,50,수산물_건해산,https://sitem.ssgcdn.com/32/50/14/item/1000616145032_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
[냉장][국산] 양념 바다장어 (500g/팩),49800,20,수산물_건해산,https://sitem.ssgcdn.com/33/61/20/item/1000567206133_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
[냉동][중국] 노브랜드 해물 모둠 (500g),9980,40,수산물_건해산,https://sitem.ssgcdn.com/78/60/51/item/1000523516078_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,노브랜드
[냉동][태국] 노브랜드 키조개관자살 (300g/팩),7980,20,수산물_건해산,https://sitem.ssgcdn.com/54/75/85/item/1000575857554_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,노브랜드
채끝 스테이크 육포 (200g),13980,40,수산물_건해산,https://sitem.ssgcdn.com/15/11/25/item/1000064251115_i1_290.jpg,18,0,#간편반찬 #바다향가득 #영양간식,,,노브랜드
생 곱창돌김 (30매/90g),13980,20,수산물_건해산,https://sitem.ssgcdn.com/15/75/68/item/1000034687515_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
[냉동][베트남] 노브랜드 새우살 (31/40) (600g),16980,50,수산물_건해산,https://sitem.ssgcdn.com/91/56/79/item/1000542795691_i1_290.jpg,0,0,#감칠맛 #건조새우 #볶음재료,,,노브랜드
[냉동][중국] 노브랜드 적새우살 (450g),10980,40,수산물_건해산,https://sitem.ssgcdn.com/86/91/04/item/1000547049186_i1_290.jpg,0,0,#감칠맛 #건조새우 #볶음재료,,,노브랜드
매콤칼칼 낙대새 (790g/팩),14980,40,수산물_건해산,https://sitem.ssgcdn.com/50/39/00/item/1000591003950_i1_290.jpg,3,0,#간편반찬 #바다향가득 #영양간식,,,피코크
[냉동][노르웨이] 노브랜드 노르웨이 훈제연어 (180g/팩),9980,40,수산물_건해산,https://sitem.ssgcdn.com/93/11/25/item/1000561251193_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,노브랜드
양반 김부각 (마늘맛) (50g),4980,60,수산물_건해산,https://sitem.ssgcdn.com/77/08/84/item/1000113840877_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,동원
직화순살고등어 85g,6980,60,수산물_건해산,https://sitem.ssgcdn.com/73/08/93/item/1000564930873_i1_290.jpg,27,0,#간편반찬 #바다향가득 #영양간식,,,풀무원
잭링크스 페퍼드 육포 200g,15980,50,수산물_건해산,https://sitem.ssgcdn.com/98/74/10/item/0000008107498_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
네번 구워 향긋한 김밥 김 (10매) (20g),4980,30,수산물_건해산,https://sitem.ssgcdn.com/96/02/57/item/0000008570296_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,풀무원
[지도표 성경김] 재래 도시락김 (20봉) (5g*20),7980,40,수산물_건해산,https://sitem.ssgcdn.com/92/46/05/item/1000551054692_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,성경김
[지도표 성경김] 파래 식탁김 (12봉) (4g*12),8480,40,수산물_건해산,https://sitem.ssgcdn.com/14/29/38/item/1000633382914_i1_290.jpg,9,0,#구운김 #바삭한김 #밥반찬,,,성경김
땅콩버터 오징어채 220g,16980,30,수산물_건해산,https://sitem.ssgcdn.com/11/65/31/item/1000518316511_i1_290.jpg,0,0,#건어물안주 #단백질간식 #쫄깃한식감,,,
[코주부] 의성마늘 육포 160g (80g*2),13980,30,수산물_건해산,https://sitem.ssgcdn.com/33/94/16/item/1000028169433_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
[냉동][아르헨티나] 붉은 새우살 (21-40) (450g),22980,20,수산물_건해산,https://sitem.ssgcdn.com/29/00/45/item/1000050450029_i1_290.jpg,0,0,#감칠맛 #건조새우 #볶음재료,,,
부드러운 육포 (100g),10880,60,수산물_건해산,https://sitem.ssgcdn.com/29/96/85/item/0000007859629_i1_290.jpg,3,0,#간편반찬 #바다향가득 #영양간식,,,질러
[지도표 성경김] 재래 식탁김 (12봉) (4g*12),6580,40,수산물_건해산,https://sitem.ssgcdn.com/19/29/38/item/1000633382919_i1_290.jpg,30,0,#구운김 #바삭한김 #밥반찬,,,성경김
[냉동][태국] 칵테일 새우 (51-60) (450g),16980,40,수산물_건해산,https://sitem.ssgcdn.com/90/99/44/item/1000050449990_i1_290.jpg,0,0,#감칠맛 #건조새우 #볶음재료,,,
[냉동][노르웨이] 노브랜드 손질 고등어 (800g),15980,30,수산물_건해산,https://sitem.ssgcdn.com/03/08/13/item/1000702130803_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,노브랜드
야채어묵튀김 110g*2,12980,50,수산물_건해산,https://sitem.ssgcdn.com/83/30/98/item/1000697983083_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
직화갈치구이 80g,6480,60,수산물_건해산,https://sitem.ssgcdn.com/71/08/93/item/1000564930871_i1_290.jpg,27,0,#간편반찬 #바다향가득 #영양간식,,,풀무원
비비고 한식간장 김자반 (50g),5480,10,수산물_건해산,https://sitem.ssgcdn.com/11/26/22/item/1000034222611_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,CJ제일제당
[냉동][베트남] 먹기좋게 손질된 절단 낙지 (500g),15980,30,수산물_건해산,https://sitem.ssgcdn.com/03/38/30/item/1000627303803_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
[동원] 양반 들기름김 (9봉) (4.5g*9),7480,40,수산물_건해산,https://sitem.ssgcdn.com/05/99/70/item/0000007709905_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
[Picky Jerky] 쇠고기 육포 & 참기름 (200g),15980,30,수산물_건해산,https://sitem.ssgcdn.com/03/82/44/item/1000669448203_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
"[해동][아르헨티나] 손질 오징어 (대, 마리)",4280,20,수산물_건해산,https://sitem.ssgcdn.com/26/04/45/item/1000051450426_i1_290.jpg,0,0,#건어물안주 #단백질간식 #쫄깃한식감,,,
"[생물][국산] 손질 생고등어 (대, 마리)",4980,30,수산물_건해산,https://sitem.ssgcdn.com/89/30/93/item/1000543933089_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
[CJ] 비비고 직화 들기름김 (12봉) (4.5g*12),6980,30,수산물_건해산,https://sitem.ssgcdn.com/36/34/38/item/1000633383436_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
[냉동][미국] 신선하게 손질한 가자미살 (700g),16980,10,수산물_건해산,https://sitem.ssgcdn.com/55/67/61/item/1000048616755_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
양반 더 바삭한 양반김 (20봉) (5g*20),10980,40,수산물_건해산,https://sitem.ssgcdn.com/00/43/60/item/0000009604300_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,동원
[냉동][인도네시아] 틸라피아 (400g/팩),12980,10,수산물_건해산,https://sitem.ssgcdn.com/67/64/55/item/1000609556467_i1_290.jpg,30,0,#간편반찬 #바다향가득 #영양간식,,,
자른미역 (100g),2980,30,수산물_건해산,https://sitem.ssgcdn.com/57/27/51/item/1000336512757_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,노브랜드
원 쇠고기육포 200G,14980,30,수산물_건해산,https://sitem.ssgcdn.com/97/51/34/item/1000597345197_i1_290.jpg,6,0,#간편반찬 #바다향가득 #영양간식,,,
[동원] 양반 참기름김 (9봉) (4.5g*9),7480,50,수산물_건해산,https://sitem.ssgcdn.com/62/54/16/item/1000074165462_i1_290.jpg,27,0,#구운김 #바삭한김 #밥반찬,,,
후라이드오징어 200g,16980,10,수산물_건해산,https://sitem.ssgcdn.com/65/22/55/item/1000683552265_i1_290.jpg,6,0,#건어물안주 #단백질간식 #쫄깃한식감,,,
바베큐맛 구운쥐포 180g*2,16980,10,수산물_건해산,https://sitem.ssgcdn.com/84/56/38/item/1000604385684_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
전기구이 오징어 180g (60g*3봉),13980,30,수산물_건해산,https://sitem.ssgcdn.com/54/58/01/item/1000582015854_i1_290.jpg,21,0,#건어물안주 #단백질간식 #쫄깃한식감,,,
[대천김] 대천 김자반 볶음 (120g) (60g*2),5980,30,수산물_건해산,https://sitem.ssgcdn.com/12/74/95/item/1000038957412_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
[냉동] 노르웨이 고등어살 (650g/팩),14980,40,수산물_건해산,https://sitem.ssgcdn.com/02/25/61/item/1000626612502_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
비비고 직화 참기름김 (12봉) (4.5g*12),6980,60,수산물_건해산,https://sitem.ssgcdn.com/24/41/35/item/1000344354124_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,CJ제일제당
땅콩버터통오징어 200g,16980,40,수산물_건해산,https://sitem.ssgcdn.com/17/41/27/item/1000631274117_i1_290.jpg,0,0,#건어물안주 #단백질간식 #쫄깃한식감,,,
바른 진미오징어채 200g,13980,10,수산물_건해산,https://sitem.ssgcdn.com/72/59/50/item/1000547505972_i1_290.jpg,0,0,#건어물안주 #단백질간식 #쫄깃한식감,,,
[냉동][세네갈] 노브랜드 손질갈치 (600g/팩),9980,10,수산물_건해산,https://sitem.ssgcdn.com/35/44/23/item/1000581234435_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,노브랜드
쫄깃 담백한 참진미오징어 200g,8980,60,수산물_건해산,https://sitem.ssgcdn.com/65/73/70/item/1000303707365_i1_290.jpg,27,0,#건어물안주 #단백질간식 #쫄깃한식감,,,
[활][국산] 활 전복 (중)(100g 단위 판매),5480,50,수산물_건해산,https://sitem.ssgcdn.com/22/40/22/item/1000018224022_i1_290.jpg,0,0,#고급식재료 #영양만점 #원기회복,,,
박향희김밥김20매 45g,5980,0,수산물_건해산,https://sitem.ssgcdn.com/60/83/21/item/1000676218360_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
[생물][국산] 온가족 손질 민물장어(700g/팩),59800,60,수산물_건해산,https://sitem.ssgcdn.com/19/43/46/item/1000057464319_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
[냉동][러시아] 노브랜드 순살 대구포 (350g/팩),9980,40,수산물_건해산,https://sitem.ssgcdn.com/47/19/95/item/1000578951947_i1_290.jpg,27,0,#간편반찬 #바다향가득 #영양간식,,,노브랜드
옛날 자른미역 (50g),2980,30,수산물_건해산,https://sitem.ssgcdn.com/60/14/08/item/1000633081460_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,오뚜기
성경참돌자반 60g*2봉,5480,20,수산물_건해산,https://sitem.ssgcdn.com/98/90/62/item/1000277629098_i1_290.jpg,3,0,#간편반찬 #바다향가득 #영양간식,,,성경김
겉바속촉 오징어튀김 120g,11980,30,수산물_건해산,https://sitem.ssgcdn.com/65/59/50/item/1000547505965_i1_290.jpg,21,0,#건어물안주 #구운김 #단백질간식,,,
찹쌀 김부각 55g,4980,20,수산물_건해산,https://sitem.ssgcdn.com/75/29/64/item/1000521642975_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,자연주의
"[지도표 성경김] 세번 구운 김밥김 (10매, 22g)",4980,60,수산물_건해산,https://sitem.ssgcdn.com/43/34/38/item/1000633383443_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,성경김
해남파래김20봉,5980,60,수산물_건해산,https://sitem.ssgcdn.com/39/49/94/item/1000643944939_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
"[냉장][국산] 자반 고등어 (대, 1손)",7480,30,수산물_건해산,https://sitem.ssgcdn.com/88/13/66/item/1000004661388_i1_290.jpg,30,0,#간편반찬 #바다향가득 #영양간식,,,
[CJ] 명가 재래김 (12봉) (4g*12),7980,10,수산물_건해산,https://sitem.ssgcdn.com/20/31/09/item/1000603093120_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
[지도표 성경김] 재래 파래 혼합 식탁김 (24봉) (4g*24),12800,50,수산물_건해산,https://sitem.ssgcdn.com/55/83/58/item/1000687588355_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
먹기좋게 나눠담은 간편한 자른미역 60g (15g*4),3580,60,수산물_건해산,https://sitem.ssgcdn.com/47/77/84/item/1000425847747_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
새우와 멸치를 섞어 바삭바삭 고소한 파래김자반 (65g),6980,60,수산물_건해산,https://sitem.ssgcdn.com/03/48/54/item/0000007544803_i1_290.jpg,0,0,#감칠맛 #건조새우 #구운김,,,풀무원
구운쥐치포 200g*2봉,16980,60,수산물_건해산,https://sitem.ssgcdn.com/32/10/61/item/1000479611032_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
DHA 진미오징어채 200g,13980,40,수산물_건해산,https://sitem.ssgcdn.com/68/59/50/item/1000547505968_i1_290.jpg,0,0,#건어물안주 #단백질간식 #쫄깃한식감,,,
"[냉장][노르웨이] 자반 고등어 (특, 1손)",7980,0,수산물_건해산,https://sitem.ssgcdn.com/73/56/90/item/1000015905673_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
[CJ] 명가 파래김 (12봉) (4g*12),7980,50,수산물_건해산,https://sitem.ssgcdn.com/22/31/09/item/1000603093122_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
대왕발 조미오징어다리 180g,14980,10,수산물_건해산,https://sitem.ssgcdn.com/10/23/84/item/1000605842310_i1_290.jpg,0,0,#건어물안주 #단백질간식 #쫄깃한식감,,,
[시골김] 시골 돌 김자반 (2봉) (40g*2),5980,50,수산물_건해산,https://sitem.ssgcdn.com/50/55/99/item/1000632995550_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,
[청해명가] 국산의힘 짜지않아 맛있는 삼천포멸치 (볶음용) (300g),13980,30,수산물_건해산,https://sitem.ssgcdn.com/03/82/02/item/1000049028203_i1_290.jpg,0,0,#볶음반찬 #자연건조 #칼슘보충,,,
"[해동][국산] 제주 은갈치 (대, 마리)",6280,0,수산물_건해산,https://sitem.ssgcdn.com/00/48/24/item/1000040244800_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
그릴로구워낸고등어구이 60g,5480,50,수산물_건해산,https://sitem.ssgcdn.com/23/22/20/item/1000602202223_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
양반 들기름김 (20봉) (4.5g*20),10980,30,수산물_건해산,https://sitem.ssgcdn.com/10/21/43/item/0000008432110_i1_290.jpg,0,0,#구운김 #바삭한김 #밥반찬,,,동원
비비고 직화 들기름김 (20봉) (4.5g*20),9980,20,수산물_건해산,https://sitem.ssgcdn.com/13/26/22/item/1000034222613_i1_290.jpg,21,0,#구운김 #바삭한김 #밥반찬,,,CJ제일제당
[생물][국산] 바지락 (800g/팩),10980,40,수산물_건해산,https://sitem.ssgcdn.com/01/98/52/item/0000010529801_i1_290.jpg,12,0,#간편반찬 #바다향가득 #영양간식,,,
[생물][국산] 바지락 (200g/봉),2980,60,수산물_건해산,https://sitem.ssgcdn.com/00/98/52/item/0000010529800_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
[홍대감] 쇠고기 치즈포 (120g) (40g*3),12980,20,수산물_건해산,https://sitem.ssgcdn.com/54/23/22/item/1000679222354_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
(바른)백진미오징어채 200g*2봉,27980,50,수산물_건해산,https://sitem.ssgcdn.com/94/70/79/item/1000696797094_i1_290.jpg,6,0,#건어물안주 #단백질간식 #쫄깃한식감,,,
[냉동] 순살 노르웨이 고등어 (550g/팩),14980,10,수산물_건해산,https://sitem.ssgcdn.com/47/56/30/item/1000596305647_i1_290.jpg,27,0,#간편반찬 #바다향가득 #영양간식,,,
자른 미역 (50g),2980,60,수산물_건해산,https://sitem.ssgcdn.com/68/62/91/item/1000565916268_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,풀무원
[냉장] 해물모듬 (300g/팩),6980,10,수산물_건해산,https://sitem.ssgcdn.com/62/89/13/item/1000293138962_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
[냉동][미국] 신선하게 손질한 장문볼락살 (700g),16980,50,수산물_건해산,https://sitem.ssgcdn.com/48/67/61/item/1000048616748_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
원 페퍼 육포 200g,15980,50,수산물_건해산,https://sitem.ssgcdn.com/02/52/34/item/1000597345202_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
해우촌 돌자반 볶음 80g,2980,30,수산물_건해산,https://sitem.ssgcdn.com/23/20/93/item/1000597932023_i1_290.jpg,0,0,#간편반찬 #바다향가득 #영양간식,,,
직화가자미 90g,6480,60,수산물_건해산,https://sitem.ssgcdn.com/66/08/93/item/1000564930866_i1_290.jpg,24,0,#간편반찬 #바다향가득 #영양간식,,,풀무원
